seq,t,dt,source,eventType,accelX,accelY,accelZ,accelGX,accelGY,accelGZ,rotAlpha,rotBeta,rotGamma,orientAlpha,orientBeta,orientGamma,absolute,interval,label
3327,1780973740805,111168.5,phone,sample,0.6000000000000001,-0.8,0.2,6.6000000000000005,-2.2,7.800000000000001,-8.5,-91.90000000000002,68.80000000000001,305,-8,-38.1,False,16,
3328,1780973740838,111201.69999999925,phone,sample,0.6000000000000001,-0.8,-1.5,7.1000000000000005,-2.5,5.6000000000000005,-5.7,-92.60000000000001,62.6,307.3,-10.3,-42.400000000000006,False,16,
3329,1780973740873,111236.69999999925,phone,sample,1.1,-0.5,0.4,7.800000000000001,-2.5,7.300000000000001,-3.5,-44.8,51.50000000000001,308.5,-11.8,-44.300000000000004,False,16,
3330,1780973740905,111268.5,phone,sample,0,-0.4,0.1,6.800000000000001,-2.6,6.7,-7.1000000000000005,-57.9,39.400000000000006,309.5,-12.9,-45.6,False,16,
3331,1780973740938,111301.89999999851,phone,sample,0.8,-0.30000000000000004,0.2,7.800000000000001,-2.7,6.5,-13.000000000000002,-96.80000000000001,37.300000000000004,310.1,-14,-47.800000000000004,False,16,
3332,1780973740971,111335.19999999925,phone,sample,0.6000000000000001,-0.9,-0.8,7.9,-3.5,5.2,-14,-88.8,42.400000000000006,310.70000000000005,-15.200000000000001,-50.800000000000004,False,16,
3333,1780973741005,111368.5,phone,sample,1,-0.4,-0.4,8.5,-3.3000000000000003,5.300000000000001,-27.9,-62.4,32.300000000000004,311,-16.7,-53.1,False,16,
3334,1780973741038,111401.60000000149,phone,sample,0.4,-0.30000000000000004,0.4,8.1,-3.3000000000000003,5.7,-19.200000000000003,-53.50000000000001,11.5,310.8,-18,-55.1,False,16,
3335,1780973741071,111435.10000000149,phone,sample,1.2000000000000002,-0.30000000000000004,-1,9,-3.5,4.1000000000000005,-33.6,-84.80000000000001,-6.4,310.40000000000003,-18.6,-57.1,False,16,
3336,1780973741105,111468.39999999851,phone,sample,-0.1,0.2,-0.9,7.9,-3,3.7,-35.2,-55,-11.4,309.3,-18.900000000000002,-60.1,False,16,
3337,1780973741138,111501.80000000075,phone,sample,0.2,0.5,0.1,8.4,-2.7,4.5,-40.4,-49.9,-11.700000000000001,308.1,-19.200000000000003,-62.1,False,16,
3338,1780973741206,111569.80000000075,phone,sample,1.1,0,0.2,9.600000000000001,-3.1,3.8000000000000003,-24.400000000000002,-35.8,-33.6,304.40000000000003,-18.400000000000002,-66.7,False,16,
3339,1780973741238,111602.19999999925,phone,sample,0.9,0.1,-0.1,8.700000000000001,-2.5,3.7,-25.1,-32.8,-43.70000000000001,303.8,-18,-67.5,False,16,
3340,1780973741271,111635.10000000149,phone,sample,-0.2,0.2,0.8,8.5,-2.6,4.1000000000000005,-2.6,-33.2,-4.7,302.7,-17.1,-68.8,False,16,
3341,1780973741171,111535,phone,sample,1.1,-0.1,0.6000000000000001,9.4,-3.3000000000000003,4.6000000000000005,-37.1,-41.1,-36.300000000000004,306.6,-19.3,-64.2,False,16,
3342,1780973741305,111668.69999999925,phone,sample,-0.1,-0.30000000000000004,-0.8,8.700000000000001,-3.2,2.3000000000000003,8.899999999999999,-70.5,16.200000000000003,302.6,-16.900000000000002,-70.60000000000001,False,16,
3343,1780973741338,111701.80000000075,phone,sample,0.2,0,-0.30000000000000004,9.1,-3,2.4000000000000004,6.4,-80.9,28,303.1,-17.5,-73,False,16,
3344,1780973741371,111735.10000000149,phone,sample,-0.30000000000000004,-0.1,-0.5,8.700000000000001,-3.1,1.9000000000000001,-12.4,-90.19999999999999,15.700000000000001,303.3,-18.3,-75.3,False,16,
3345,1780973741404,111768.19999999925,phone,sample,0.30000000000000004,-0.5,-0.8,9.4,-3.7,1,-19.300000000000004,-117.30000000000001,20.7,302.90000000000003,-18.900000000000002,-78.80000000000001,False,16,
3346,1780973741438,111801.60000000149,phone,sample,0.30000000000000004,0,-0.7000000000000001,9.5,-3.3000000000000003,0.6000000000000001,-7.300000000000001,-46.4,14.5,302.5,-19.6,-81.9,False,16,
3347,1780973741472,111835.30000000075,phone,sample,-0.9,-0.30000000000000004,0,8.3,-3.6,1.1,-1,-45.099999999999994,16,302.5,-20,-83.2,False,16,
3348,1780973741504,111868.30000000075,phone,sample,-0.6000000000000001,-0.30000000000000004,0,8.6,-3.7,0.9,-1.6,-18.200000000000003,17.5,302.5,-20.700000000000003,-84.2,False,16,
3349,1780973741538,111901.69999999925,phone,sample,-0.1,0.5,-0.2,9,-3.1,0.6000000000000001,0,-14.800000000000002,14.600000000000001,302.5,-21.200000000000003,-84.9,False,16,
3350,1780973741571,111935.19999999925,phone,sample,0.4,1,-0.5,9.5,-2.6,0.2,4.2,-2.8,7,302.6,-21.5,-85.2,False,16,
3351,1780973741605,111968.5,phone,sample,0.2,0.5,0.6000000000000001,8.6,-3.1,0.8,4.7,-2.6,2.5,302.8,-21.6,-85.30000000000001,False,16,
3352,1780973741638,112001.69999999925,phone,sample,-0.7000000000000001,0.4,-0.4,8.4,-3.2,0.30000000000000004,-1.8000000000000003,-33.400000000000006,7.699999999999999,303,-21.700000000000003,-85.60000000000001,False,16,
3353,1780973741671,112034.89999999851,phone,sample,-0.30000000000000004,0.1,-0.4,8.8,-3.6,0.1,-11.2,-33,20.1,302.90000000000003,-22.1,-86.80000000000001,False,16,
3354,1780973741706,112069.89999999851,phone,sample,0.5,0.4,-1.1,9.600000000000001,-3.4000000000000004,-0.8,-18.8,-20,16.5,302.1,-22.900000000000002,-88.30000000000001,False,16,
3355,1780973741738,112101.69999999925,phone,sample,0.6000000000000001,0.8,-0.6000000000000001,9.600000000000001,-3,-0.4,-30.599999999999998,-36.6,-0.9000000000000001,301.6,-23,-89,False,16,
3356,1780973741771,112135,phone,sample,-1,-0.30000000000000004,-0.7000000000000001,8.1,-4.1000000000000005,-0.8,-60.00000000000001,-80.7,-61,120.2,-157.70000000000002,89.10000000000001,False,16,
3357,1780973741804,112168.30000000075,phone,sample,-0.30000000000000004,-0.7000000000000001,0.6000000000000001,8.8,-4.2,0,-56.800000000000004,-48.800000000000004,8,118.10000000000001,-158.8,86,False,16,
3358,1780973741838,112201.60000000149,phone,sample,0.5,0.9,-0.2,9.5,-2.7,-1.2000000000000002,-55.5,-74.5,4.300000000000001,116.2,-158.5,83.7,False,16,
3359,1780973741871,112234.89999999851,phone,sample,-0.30000000000000004,0.2,1,8.700000000000001,-3.4000000000000004,-0.4,-55.900000000000006,-68.80000000000001,2.1,114.30000000000001,-158.70000000000002,81,False,16,
3360,1780973741904,112268.30000000075,phone,sample,0.2,-0.2,-0.6000000000000001,9.1,-3.7,-2.5,-72.50000000000001,-119.1,6.1000000000000005,112.4,-158.9,78.10000000000001,False,16,
3361,1780973741938,112301.69999999925,phone,sample,-0.2,-0.1,-0.5,8.6,-3.6,-3,-98.39999999999999,-103.60000000000001,5.7,109.60000000000001,-159.20000000000002,74.10000000000001,False,16,
3362,1780973741972,112335.60000000149,phone,sample,0,-0.1,-0.5,8.700000000000001,-3.5,-3.7,-122.90000000000002,-112.80000000000001,-0.2,106.30000000000001,-160.10000000000002,69.7,False,16,
3363,1780973742005,112368.5,phone,sample,-0.30000000000000004,-0.2,0.6000000000000001,8.1,-3.3000000000000003,-3.4000000000000004,-112.1,-100.1,5.4,102.5,-161.5,65,False,16,
3364,1780973742039,112403.10000000149,phone,sample,0,0.7000000000000001,-0.1,8,-2.4000000000000004,-5.2,-102.7,-112.5,-2.6,99.10000000000001,-162.9,60.900000000000006,False,16,
3365,1780973742071,112435,phone,sample,-0.4,0,-1.1,7.4,-2.5,-6.6000000000000005,-109.10000000000001,-95.30000000000001,-2.2,94.80000000000001,-165.60000000000002,54.800000000000004,False,16,
3366,1780973742105,112468.30000000075,phone,sample,-0.7000000000000001,-0.6000000000000001,-1.1,6.800000000000001,-2.7,-7,-121.30000000000001,-57.9,-14.400000000000002,92,-167.9,51.7,False,16,
3367,1780973742138,112501.69999999925,phone,sample,-0.5,-0.30000000000000004,1.1,6.800000000000001,-1.9000000000000001,-5.2,-109.50000000000001,-39.1,-3.2,89.2,-170.4,49.400000000000006,False,16,
3368,1780973742171,112535,phone,sample,0,-0.2,0.6000000000000001,7.300000000000001,-1.5,-5.9,-77.20000000000002,-12.5,-9.8,86.9,-172.60000000000002,48.1,False,16,
3369,1780973742206,112569.69999999925,phone,sample,0.30000000000000004,0.5,-0.8,7.5,-0.5,-7.4,-72.9,-28.800000000000004,-5.300000000000001,85.4,-174.20000000000002,47.6,False,16,
3370,1780973742272,112635.30000000075,phone,sample,0,0.2,0.2,6.800000000000001,0,-6.9,-128.3,-12.7,-7.300000000000001,81.30000000000001,-179,44,False,16,
3371,1780973742238,112602,phone,sample,-0.4,0.5,-1.3,6.7,-0.2,-8.1,-105.80000000000001,-61,-13.8,83.7,-176.10000000000002,46.1,False,16,
3372,1780973742305,112668.39999999851,phone,sample,0.5,1.1,1.2000000000000002,7.300000000000001,1.5,-5.9,-103.89999999999999,43.300000000000004,-23,78.7,177.9,44.1,False,16,
3373,1780973742338,112701.60000000149,phone,sample,0.8,0.1,0.8,7.800000000000001,0.9,-6.1000000000000005,-70.3,-36.5,-35.599999999999994,76.9,175.10000000000002,45.6,False,16,
3374,1780973742371,112735.10000000149,phone,sample,0.4,0.1,-0.1,7.2,1.3,-7,-85.30000000000001,-96.80000000000001,-53.400000000000006,76,172.5,44.2,False,16,
3375,1780973742404,112768.19999999925,phone,sample,-0.7000000000000001,0.30000000000000004,-0.2,5.7,2.1,-7.5,-86.4,-97.7,-58.5,75.4,169.4,41.400000000000006,False,16,
3376,1780973742438,112801.80000000075,phone,sample,-1.1,0.4,1,4.6000000000000005,3,-6.5,-81.90000000000002,-88.4,-54.4,74.9,164.5,37.2,False,16,
3377,1780973742471,112834.89999999851,phone,sample,0.9,0.2,-1.8,6.300000000000001,3.2,-9.4,-57.49999999999999,-53.50000000000001,-34.800000000000004,74.5,162,34.7,False,16,
3378,1780973742505,112868.39999999851,phone,sample,-1.1,0.5,-1,4,3.9000000000000004,-8.700000000000001,-59.1,-30.799999999999997,-36.5,74.60000000000001,159.9,33.5,False,16,
3379,1780973742538,112901.69999999925,phone,sample,-0.7000000000000001,-0.30000000000000004,-0.2,4.2,3.5,-7.9,-67.10000000000001,-54.300000000000004,-36.9,74.4,157.60000000000002,32.300000000000004,False,16,
3380,1780973742573,112936.60000000149,phone,sample,-0.1,0.7000000000000001,-0.4,4.3,5,-8.1,-62.199999999999996,-57.60000000000001,-46.7,74.60000000000001,154.20000000000002,29.700000000000003,False,16,
3381,1780973742638,113001.80000000075,phone,sample,-0.30000000000000004,0,0.2,3.4000000000000004,4.9,-7.4,-54.199999999999996,-59.699999999999996,-55.900000000000006,75.3,150.5,26.1,False,16,
3382,1780973742605,112968.5,phone,sample,-0.1,1,-0.1,4.1000000000000005,5.4,-7.7,-66.9,-74.7,-49.50000000000001,74.8,153,28.700000000000003,False,16,
3383,1780973742671,113035.19999999925,phone,sample,-0.1,-0.5,-0.9,3.2,4.7,-8.5,-66,-91.2,-76,76.4,148.20000000000002,23.5,False,16,
3384,1780973742705,113068.30000000075,phone,sample,-1.1,-0.2,-0.5,1.6,5.4,-8.1,-72.10000000000001,-97.10000000000001,-70.5,78.10000000000001,145.4,19.6,False,16,
3385,1780973742738,113101.69999999925,phone,sample,-0.5,-0.1,-1.2000000000000002,1.6,5.800000000000001,-8.700000000000001,-74.89999999999999,-63.2,-62.6,79.9,142.70000000000002,15.600000000000001,False,16,
3386,1780973742771,113134.89999999851,phone,sample,-0.9,0.8,0.5,0.7000000000000001,7,-6.9,-46,-18.900000000000002,-51.70000000000001,81.60000000000001,140.1,12.700000000000001,False,16,
3387,1780973742805,113168.39999999851,phone,sample,-0.9,0.5,-0.9,0.5,7,-8.1,-38.60000000000001,-40.5,-67.2,83.5,138.4,10.8,False,16,
3388,1780973742838,113201.5,phone,sample,-0.8,0.1,-0.9,-0.30000000000000004,7.300000000000001,-7.4,-40.800000000000004,-71.30000000000001,-75.2,86.2,136.9,7.300000000000001,False,16,
3389,1780973742872,113236.19999999925,phone,sample,-0.8,-0.7000000000000001,1.3,-0.7000000000000001,6.2,-5.6000000000000005,-22.700000000000003,-27.700000000000003,-72,90.9,134.9,1.2000000000000002,False,16,
3390,1780973742904,113268.30000000075,phone,sample,-0.2,-0.5,1,-0.30000000000000004,6.5,-5.9,6.8,13.6,-63.70000000000001,94.10000000000001,134.6,-1.4000000000000001,False,16,
3391,1780973742938,113301.69999999925,phone,sample,0.4,-1.4000000000000001,-0.1,0,5.5,-7,12.299999999999999,-56.7,-102.89999999999999,97.30000000000001,135.1,-3.9000000000000004,False,16,
3392,1780973742971,113335.19999999925,phone,sample,0,-0.6000000000000001,0,-1.3,6.2,-6.800000000000001,-15.899999999999999,-157.20000000000002,-135.5,102.7,135.6,-10.8,False,16,
3393,1780973743005,113369.10000000149,phone,sample,0.6000000000000001,-0.30000000000000004,0.6000000000000001,-1.8,6.4,-6,-5.4,-95.80000000000001,-120.60000000000001,108.5,136.3,-19.8,False,16,
3394,1780973743039,113402.69999999925,phone,sample,0.30000000000000004,-0.6000000000000001,0.5,-2.9000000000000004,6,-6,-12.299999999999999,-2.7,-113.5,113.4,137.6,-25.6,False,16,
3395,1780973743071,113435,phone,sample,-2.7,-1.6,-0.2,-6.300000000000001,4.800000000000001,-6.7,-5.1000000000000005,-61.9,-60.400000000000006,117.60000000000001,138.9,-28.8,False,16,
3396,1780973743105,113468.39999999851,phone,sample,1.6,0,-0.7000000000000001,-2.5,6.2,-7.1000000000000005,-18.5,-98.39999999999999,-133.9,120.7,140.1,-32.9,False,16,
3397,1780973743138,113501.60000000149,phone,sample,0,-0.6000000000000001,1.5,-4.9,5.4,-4.5,-18.1,-84.5,-138.50000000000003,125.7,142.1,-39.1,False,16,
3398,1780973743171,113535,phone,sample,-2.9000000000000004,-1.6,2,-8.5,4.1000000000000005,-3.8000000000000003,13.6,-25.900000000000002,-96.7,130,144.6,-44.2,False,16,
3399,1780973743205,113568.5,phone,sample,-1.1,-0.5,1.2000000000000002,-7.1000000000000005,4.9,-4.4,-2,-3,-68.80000000000001,132.3,147,-46.300000000000004,False,16,
3400,1780973743239,113603.10000000149,phone,sample,-0.1,0.30000000000000004,0.1,-6.5,5.300000000000001,-5.5,-26.200000000000003,-47.80000000000001,-69.00000000000001,135.9,149.70000000000002,-48.6,False,16,
3401,1780973743271,113635,phone,sample,-1.4000000000000001,-0.4,0.5,-7.9,4.5,-4.9,-43.1,-58.900000000000006,-67.10000000000001,135.9,149.70000000000002,-48.6,False,16,
3402,1780973743305,113668.69999999925,phone,sample,-1.5,1,0.30000000000000004,-8.4,5.7,-4.9,-11.900000000000002,-31.5,-28.1,139.70000000000002,151,-53.2,False,16,
3403,1780973743338,113701.69999999925,phone,sample,-2.3000000000000003,0.8,0,-9.3,5.5,-4.9,-1.5,-92.3,-11.1,140.20000000000002,151.3,-54.800000000000004,False,16,
3404,1780973743371,113735.30000000075,phone,sample,-1.3,0.2,2.2,-8.700000000000001,4.9,-2.3000000000000003,0.6000000000000001,-130.1,-22.4,140.6,151.5,-58.400000000000006,False,16,
3405,1780973743405,113768.5,phone,sample,0.2,-1,1,-7.5,3.5,-2.9000000000000004,8.4,-93.8,-43.800000000000004,141.1,152.5,-62.900000000000006,False,16,
3406,1780973743438,113802,phone,sample,-0.8,-0.2,1,-8.700000000000001,4.1000000000000005,-2.7,19,-77.00000000000001,-20.7,141.20000000000002,153.60000000000002,-65.10000000000001,False,16,
3407,1780973743471,113835.19999999925,phone,sample,-1.4000000000000001,-0.4,1.6,-9.600000000000001,3.8000000000000003,-1.8,41.300000000000004,-123.9,-11.6,140.8,154.5,-67.60000000000001,False,16,
3408,1780973743505,113868.39999999851,phone,sample,-1.2000000000000002,-1.1,3.6,-9.600000000000001,3,0.8,100.30000000000001,-174.20000000000002,-17.6,139.5,155.4,-71.4,False,16,
3409,1780973743538,113901.5,phone,sample,0.5,0.7000000000000001,1.6,-8.3,4.5,-0.6000000000000001,116.80000000000001,-232.4,-36.8,136.3,157,-76.10000000000001,False,16,
3410,1780973743571,113935.30000000075,phone,sample,2.5,0,-2.7,-6.5,3.5,-3.9000000000000004,79.8,-251.70000000000002,-75.7,132.70000000000002,158.9,-82.30000000000001,False,16,
3411,1780973743604,113968.30000000075,phone,sample,1.4000000000000001,0.8,-1.4000000000000001,-7.9,3.9000000000000004,-1.4000000000000001,22.700000000000003,-394.3,-101.4,310.5,18.3,89.9,False,16,
3412,1780973743638,114002.19999999925,phone,sample,-2,0,-0.5,-11.200000000000001,2.6,1.6,-17.6,-514.5,-81.90000000000002,309.5,15.200000000000001,77.10000000000001,False,16,
3413,1780973743671,114035.19999999925,phone,sample,1.7000000000000002,1.1,-9.9,-5.7,3,-3.8000000000000003,-43.800000000000004,-641.9000000000001,-78.10000000000001,309,11.200000000000001,50.6,False,16,
3414,1780973743705,114068.60000000149,phone,sample,-0.4,-1.3,2,-5.9,0.2,9.9,-55.1,-292.9,20.3,309.3,8.9,34.5,False,16,
3415,1780973743738,114102,phone,sample,2.2,-0.5,0.4,-2.2,0.8,9.1,-51.800000000000004,-134.5,0,310.70000000000005,7.6000000000000005,27.1,False,16,
3416,1780973743772,114135.69999999925,phone,sample,1.5,0,0.5,-2.5,1,9.3,-46.300000000000004,-38.7,13.100000000000001,311.40000000000003,6.1000000000000005,24.200000000000003,False,16,
3417,1780973743805,114168.5,phone,sample,3.4000000000000004,0.5,2,-0.5,1.3,11,-40.7,68.2,-25.200000000000003,312.20000000000005,4.800000000000001,23.700000000000003,False,16,
3418,1780973743841,114204.5,phone,sample,5.9,-0.4,-4.9,1.6,0.1,3.9000000000000004,-63.30000000000001,101.50000000000001,-48.800000000000004,312.1,2.1,27.900000000000002,False,16,
3419,1780973743871,114235.10000000149,phone,sample,1.1,-2.6,-0.6000000000000001,-3.3000000000000003,-2.4000000000000004,8.200000000000001,-17.400000000000002,-250.8,-65.10000000000001,311.40000000000003,1.2000000000000002,26.6,False,16,
3420,1780973743905,114268.39999999851,phone,sample,0.7000000000000001,1,0.4,-2.3000000000000003,0.9,9.8,-77.9,-405.8,-79.00000000000001,309.70000000000005,-0.5,17.6,False,16,
3421,1780973743939,114302.30000000075,phone,sample,-1.5,-0.4,4.800000000000001,-2.5,-1,14.600000000000001,-66.7,-152.4,-70,307.6,-3.5,5.6000000000000005,False,16,
3422,1780973743972,114335.5,phone,sample,0.5,-0.30000000000000004,4.7,0.30000000000000004,-1.3,14.4,25.200000000000003,-45.2,-75.3,305.5,-5.7,1.1,False,16,
3423,1780973744005,114368.39999999851,phone,sample,3.3000000000000003,-0.1,-1.2000000000000002,3.2,-0.9,8.6,-86.1,-121,-64.10000000000001,303.2,-4.7,0.2,False,16,
3424,1780973744038,114401.89999999851,phone,sample,0.5,-0.9,0.7000000000000001,1.2000000000000002,-2.1,10.4,-84.80000000000001,-110,-66.80000000000001,301.1,-7.4,-4.1000000000000005,False,16,
3425,1780973744073,114436.30000000075,phone,sample,-1.4000000000000001,-1.1,1.1,1.3,-2.6,10.4,-63.4,-69.7,-72.2,297.5,-10.700000000000001,-9.3,False,16,
3426,1780973744105,114468.39999999851,phone,sample,-0.4,-0.9,1.9000000000000001,1.5,-2.9000000000000004,11.3,-24.400000000000002,-42.5,-86.00000000000001,294.3,-11.700000000000001,-11.4,False,16,
3427,1780973744138,114501.69999999925,phone,sample,0.2,0.30000000000000004,-1.2000000000000002,2.5,-1.6,8.200000000000001,26.400000000000006,-76,-95.9,291.5,-11.200000000000001,-13.700000000000001,False,16,
3428,1780973744171,114535.19999999925,phone,sample,0.1,1.2000000000000002,-1.8,2.9000000000000004,-0.4,7.5,28.800000000000004,-119.39999999999999,-91.8,288.90000000000003,-9.4,-17.2,False,16,
3429,1780973744204,114568.30000000075,phone,sample,0.7000000000000001,0.30000000000000004,-0.7000000000000001,4.1000000000000005,-1,8.4,7,-51.2,-80.8,286.6,-7.9,-20.6,False,16,
3430,1780973744241,114604.60000000149,phone,sample,1.1,-0.1,-0.5,4.7,-1.3,8.5,-4.800000000000001,-5.4,-124.2,281.8,-6.1000000000000005,-22.200000000000003,False,16,
3431,1780973744271,114635,phone,sample,-0.6000000000000001,0.1,-1.9000000000000001,3.1,-0.8,7.2,-4,32,-152.8,279.6,-5.300000000000001,-22.200000000000003,False,16,
3432,1780973744304,114668.19999999925,phone,sample,0.4,2.3000000000000003,-1.8,4,1.7000000000000002,7.300000000000001,-23,-22.2,-128.8,275,-3.6,-21.6,False,16,
3433,1780973744338,114701.69999999925,phone,sample,-1.4000000000000001,1.9000000000000001,0.8,2.4000000000000004,1.4000000000000001,9.8,-7.500000000000001,-77.80000000000001,-64.2,271.1,-2.8000000000000003,-22.8,False,16,
3434,1780973744371,114735.19999999925,phone,sample,1.9000000000000001,0.2,1.8,6.1000000000000005,-0.1,10.700000000000001,7.500000000000001,-43.4,-85.1,269.1,-1.9000000000000001,-25.200000000000003,False,16,
3435,1780973744405,114769,phone,sample,0.30000000000000004,0.8,0.7000000000000001,4.7,0.7000000000000001,9.4,5.300000000000001,-49.50000000000001,-90.70000000000002,266.8,-0.4,-26.5,False,16,
3436,1780973744438,114801.89999999851,phone,sample,-0.30000000000000004,1.4000000000000001,1.6,4.4,1.6,10.3,37.6,-100.30000000000001,-61.50000000000001,264.40000000000003,1.1,-28.3,False,16,
3437,1780973744508,114872.19999999925,phone,sample,1.7000000000000002,1.2000000000000002,1.3,7.6000000000000005,2.3000000000000003,9.1,56.2,-64.4,-16.5,264.1,6.300000000000001,-36.800000000000004,False,16,
3438,1780973744476,114840.19999999925,phone,sample,-0.2,-0.1,-0.4,5.4,0.7000000000000001,7.6000000000000005,43.800000000000004,-78.2,-22.4,263.7,4.800000000000001,-35.1,False,16,
3439,1780973744543,114906.69999999925,phone,sample,2.8000000000000003,0.8,-0.8,9.1,2.2,6.6000000000000005,49.199999999999996,-172.2,-19,264.90000000000003,8.3,-40.1,False,16,
3440,1780973744575,114939.19999999925,phone,sample,2.3000000000000003,0.5,-1.3,9.3,2.2,5.4,35.599999999999994,-167.79999999999998,-36.300000000000004,265.40000000000003,9.8,-45.900000000000006,False,16,
3441,1780973744608,114972.30000000075,phone,sample,0,0,-0.4,7.4,1.9000000000000001,5.6000000000000005,29.700000000000006,-100.1,-27,265.5,11.4,-50.900000000000006,False,16,
3442,1780973744640,115003.5,phone,sample,0.30000000000000004,0,-0.30000000000000004,7.9,2,5.5,27.400000000000002,-80.8,-29,265.7,12.700000000000001,-54,False,16,
3443,1780973744671,115035.10000000149,phone,sample,1.1,0.4,-0.8,8.9,2.7,4.6000000000000005,12.8,-40.2,-49,265.5,13.3,-55.1,False,16,
3444,1780973744705,115068.80000000075,phone,sample,-1.3,-1,0.5,6.6000000000000005,1.5,5.800000000000001,26.200000000000003,-47.3,-41,265,14.8,-56.2,False,16,
3445,1780973744738,115101.89999999851,phone,sample,-0.6000000000000001,-1.6,-1,7.4,1.1,4.1000000000000005,33.7,-31.6,-39.8,265,16.3,-57.7,False,16,
3446,1780973744771,115135.19999999925,phone,sample,-1.3,-1,-0.2,6.6000000000000005,2,4.7,32.400000000000006,-0.2,-33.1,265.2,17.900000000000002,-58.400000000000006,False,16,
3447,1780973744805,115168.39999999851,phone,sample,2.2,-0.30000000000000004,-1.4000000000000001,10.100000000000001,2.9000000000000004,3.4000000000000004,47.3,-9.5,-46.6,265.7,19.400000000000002,-58.7,False,16,
3448,1780973744838,115201.39999999851,phone,sample,-1,-0.7000000000000001,-0.5,6.800000000000001,2.7,4.2,38.50000000000001,33.400000000000006,52.80000000000001,267.1,20.900000000000002,-58.900000000000006,False,16,
3449,1780973744871,115234.89999999851,phone,sample,0.1,0.6000000000000001,-0.5,8,3.9000000000000004,4.2,31.7,-12,51.800000000000004,268.1,20.400000000000002,-58.800000000000004,False,16,
3450,1780973744904,115268.30000000075,phone,sample,-0.2,0.5,-0.4,7.800000000000001,3.7,4.2,40.7,16.8,53.300000000000004,271.1,19.1,-59.800000000000004,False,16,
3451,1780973744938,115301.80000000075,phone,sample,-1.4000000000000001,-0.4,0.30000000000000004,6.6000000000000005,2.7,5.1000000000000005,41.4,123.6,43.6,273.1,18.400000000000002,-58.7,False,16,
3452,1780973744971,115334.89999999851,phone,sample,-0.8,-0.5,0.1,6.800000000000001,2.5,5.5,35.9,170,58.800000000000004,275.1,17.8,-54.7,False,16,
3453,1780973745005,115368.80000000075,phone,sample,1.2000000000000002,0.30000000000000004,-0.2,8.4,3.2,5.9,37.9,173.9,58.3,277.40000000000003,16.900000000000002,-49.7,False,16,
3454,1780973745038,115401.89999999851,phone,sample,-0.2,-0.1,-0.30000000000000004,6.6000000000000005,2.7,6.300000000000001,24.5,71.9,52.7,279.40000000000003,16.5,-46,False,16,
3455,1780973745071,115435,phone,sample,1.1,-0.7000000000000001,-0.1,7.7,2,6.6000000000000005,43.2,55.5,44.4,281.40000000000003,15.9,-44.5,False,16,
3456,1780973745105,115468.69999999925,phone,sample,2.1,-0.5,-0.7000000000000001,8.6,2.2,6.1000000000000005,10.700000000000001,42.60000000000001,8.3,283.1,15.9,-43.5,False,16,
3457,1780973745138,115501.60000000149,phone,sample,1.3,-0.1,-0.30000000000000004,7.6000000000000005,2.6,6.7,0.8,47.7,20.400000000000002,283.7,15.9,-42.400000000000006,False,16,
3458,1780973745171,115535,phone,sample,0.6000000000000001,0.30000000000000004,-1,6.800000000000001,2.9000000000000004,6.1000000000000005,-8.3,79.00000000000001,18.900000000000002,284.2,15.5,-41.2,False,16,
3459,1780973745205,115568.39999999851,phone,sample,1,0,-0.5,7,2.6,6.9,-28.400000000000002,121.10000000000001,14,284.5,14.8,-38.800000000000004,False,16,
3460,1780973745238,115601.69999999925,phone,sample,0.9,-0.4,-3.1,5.1000000000000005,2.3000000000000003,6,-64.7,219.10000000000002,5,284.3,13.8,-34.800000000000004,False,16,
3461,1780973745271,115635.19999999925,phone,sample,-0.9,-0.30000000000000004,0.2,3,1.5,9,-91.10000000000001,243.30000000000004,10.4,282.7,10.600000000000001,-23.6,False,16,
3462,1780973745305,115668.39999999851,phone,sample,-0.4,-0.7000000000000001,0.5,2.3000000000000003,0.6000000000000001,9.8,-118.69999999999999,211.20000000000005,17.9,282.1,7.300000000000001,-16,False,16,
3463,1780973745338,115701.5,phone,sample,-0.6000000000000001,-0.30000000000000004,2.8000000000000003,1,0.30000000000000004,12.4,-82.10000000000001,175.89999999999998,-2.5,281.6,3.8000000000000003,-9.600000000000001,False,16,
3464,1780973745371,115734.89999999851,phone,sample,0.7000000000000001,-0.8,1.6,1.6,-0.4,11.4,-32.9,40.800000000000004,5.1000000000000005,281.3,1.9000000000000001,-5.300000000000001,False,16,
3465,1780973745438,115801.69999999925,phone,sample,0.30000000000000004,-0.5,-1,1.9000000000000001,-0.30000000000000004,8.700000000000001,25.200000000000003,-133.8,-4.7,281.5,1.5,-9.700000000000001,False,16,
3466,1780973745405,115768.69999999925,phone,sample,1.7000000000000002,-0.2,1.2000000000000002,2.6,0,10.9,-4,-89.6,3.6000000000000005,281.40000000000003,1.2000000000000002,-5.5,False,16,
3467,1780973745471,115835,phone,sample,-1.7000000000000002,0.1,-0.7000000000000001,0.5,0.5,8.8,31.7,-100,11.700000000000001,281.6,2.3000000000000003,-13.100000000000001,False,16,
3468,1780973745505,115868.5,phone,sample,-2,-0.2,-1.2000000000000002,0.8,0.30000000000000004,8.200000000000001,6.2,-30.000000000000004,42.800000000000004,282.3,3,-16.2,False,16,
